schoolName,state,website,stateAbb,schoolType,charterSchool,magnetSchool,locale,totalStudents,lowestGrade,highestGrade,totalRace,raceNative,raceAsian,raceHispanic,raceBlack,raceWhite,raceHawaiian,raceMultiple,studentTeacherRatio,teacherCount,matches,pWhite,pBlack,pHispanic,dressCode,handbookYear,uniform,entered
LEAVENWORTH SR HIGH,Kansas,www.usd453.org,KS ,1-Regular school,2-No,2-No,31-Town: Fringe,1315,9th Grade,12th Grade,1315,1,20,142,211,805,9,127,17.01,77.3,handbook,61,16,11,http://lusdlhs.ss18.sharpschool.com/UserFiles/Servers/Server_433908/Image/2018-2019%20LHS%20Student%20Handbook%20FINAL.pdf,2018-2019,FALSE,y
MONTEZUMA-CORTEZ HIGH SCHOOL,Colorado,http://mchs.cortez.k12.co.us/,CO ,1-Regular school,2-No,2-No,33-Town: Remote,642,9th Grade,12th Grade,642,136,3,112,1,361,0,29,15.56,41.27,handbook,56,0,17,http://images.pcmac.org/SiSFiles/Schools/CO/MontezumaCortezSD/MontezumaCortezHigh/Uploads/Forms/2017-18_student_hdbk.pdf,2018-2019,FALSE,skip - wrong year
ILLINOIS VALLEY HIGH SCHOOL,Oregon,threerivers.k12.or.us,OR ,1-Regular school,2-No,NA,42-Rural: Distant,356,9th Grade,12th Grade,356,14,9,38,9,281,0,5,20.03,17.77,handbook,79,3,11,https://drive.google.com/file/d/1LljdRljlCyUwaHuo-RrSf8loda_bMzN9/view,2018-2019,FALSE,y
GRIFFIN HIGH SCHOOL,Georgia,http://www.griffinhighschool.org,GA ,1-Regular school,2-No,2-No,21-Suburb: Large,1395,9th Grade,12th Grade,1395,2,13,91,788,466,0,35,17.35,80.4, dress,33,56,7,http://www.griffinhighschool.org/About/Dress-Code/index.html,2018-2019,FALSE,y
COLCHESTER HIGH SCHOOL,Vermont,http://www.csdvt.org/chs/index.php,VT ,1-Regular school,NA,2-No,41-Rural: Fringe,731,9th Grade,12th Grade,731,3,14,12,19,682,1,0,12.22,59.8,handbook,93,3,2,http://www.csdvt.org/chs/includes/documents/student-handbook.pdf,2018-2019,FALSE,y
WEST HEMPSTEAD HIGH SCHOOL,New York,www.whufsd.com,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,765,9th Grade,12th Grade,765,2,58,249,149,296,NA,11,14.37,53.23,guide,39,19,33,http://www.whufsd.com/Assets/WHHS_Links/100218_Student_Agenda_2018-2019.pdf?t=636740793158800000,2018-2019,FALSE,y
MONTE VISTA HIGH,California,www.mvhigh.net,CA ,1-Regular school,2-No,2-No,21-Suburb: Large,2348,9th Grade,12th Grade,2348,8,440,185,21,1547,4,143,22.88,102.61,appearance,66,1,8,http://mvhs.schoolloop.com/file/1211910099348/1440916959896/5254516157795687111.pdf,2018-2019,FALSE,y
CENTURY HIGH,Maryland,http://www2.carrollk12.org/chs/,MD ,1-Regular school,2-No,2-No,41-Rural: Fringe,1094,9th Grade,12th Grade,1094,4,30,47,23,963,0,27,17.46,62.67,handbook,88,2,4,https://www.carrollk12.org/about/Documents/studenthandbook.pdf,2018-2019,FALSE,y
OLTON H S,Texas,www.oltonisd.net,TX ,1-Regular school,2-No,2-No,43-Rural: Remote,173,9th Grade,12th Grade,173,0,0,126,2,43,0,2,7.74,22.36,guide,25,1,73,https://drive.google.com/file/d/18_Bs7Ml7YFK3fHrwEVmXkWDebKjHVF8M/view,2018-2019,FALSE,y
LITTLE MIAMI HIGH SCHOOL,Ohio,www.littlemiamischools.com,OH ,1-Regular school,2-No,–,21-Suburb: Large,1112,9th Grade,12th Grade,1112,1,13,40,25,1011,1,21,20.29,54.8,handbook,91,2,4,https://www.littlemiamischools.com/media/documents/LMHS%20HANDBOOK%202018%202019.pdf,2018-2019,FALSE,y
JEFFERSON HIGH,Wisconsin,www.jefferson.k12.wi.us,WI ,1-Regular school,2-No,2-No,32-Town: Distant,658,9th Grade,12th Grade,658,5,2,84,6,557,0,4,16.82,39.11,handbook,85,1,13,https://www.sdoj.org/cms_files/resources/JHS%20Handbook%2018-19%20Final%20updates%206-25-18.pdf,2018-2019,FALSE,y
CEDAR GROVE-BELGIUM HIGH,Wisconsin,www.cedargrovebelgium.k12.wi.us,WI ,1-Regular school,2-No,2-No,42-Rural: Distant,355,9th Grade,12th Grade,355,4,2,19,1,326,0,3,16.31,21.76,handbook,92,0,5,http://www.cedargrovebelgium.k12.wi.us/userfiles/111/my%20files/parent%2fstudent%20handbook%202018-2019.pdf?id=3686,2018-2019,FALSE,y
HOMINY HS,Oklahoma,www.hominy.k12.ok.us,OK ,1-Regular school,2-No,NA,32-Town: Distant,163,9th Grade,12th Grade,163,90,0,3,8,61,1,0,14.17,11.5,guide,37,5,2,http://www.hominy.k12.ok.us/vnews/display.v/SEC/High%20School%7CStudent%20Handbook,2018-2019,FALSE,y
GLEN ROSE H S,Texas,www.grisd.net,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,508,9th Grade,12th Grade,508,7,6,146,5,337,1,6,11.77,43.15,handbook,66,1,29,http://www.grisd.net/wp-content/uploads/2018/07/2018-2019-GRHS-Student-Handbook.pdf,2018-2019,FALSE,y
KINGMAN HIGH SCHOOL,Arizona,www.kusd.org,AZ ,1-Regular school,2-No,–,33-Town: Remote,1010,9th Grade,12th Grade,1010,63,8,192,10,701,4,32,20.62,48.97,handbook,69,1,19,https://www.kusd.org/community/handbook/,2018-2019,FALSE,skip - uniform
MONROE-WOODBURY HIGH SCHOOL,New York,www.mw.k12.ny.us,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,2332,9th Grade,12th Grade,2332,4,147,457,186,1521,NA,17,16.16,144.33,manual,65,8,20,https://www.mw.k12.ny.us/monroe-woodbury-high-school/about/handbook/#hs-book-dress,2018-2019,FALSE,y
LOVELL HIGH SCHOOL,Wyoming,http://www.bgh2.org,WY ,1-Regular school,2-No,2-No,43-Rural: Remote,211,9th Grade,12th Grade,211,2,5,13,0,185,0,6,11.74,17.97, dress,88,0,6,https://4.files.edl.io/40a0/10/25/18/200918-ed0edee7-7162-46f6-9a66-4e782d7cb94d.pdf,2018-2019,FALSE,y
SAUK PRAIRIE HIGH,Wisconsin,www.saukprairieschools.org,WI ,1-Regular school,2-No,2-No,32-Town: Distant,822,9th Grade,12th Grade,822,1,8,85,1,709,3,15,15.31,53.69,handbook,86,0,10,https://www.saukprairieschools.org/cms_files/resources/2018-19%20Student%20Handbook.pdf,2018-2019,FALSE,y
PESHTIGO HIGH,Wisconsin,www.peshtigo.k12.wi.us,WI ,1-Regular school,2-No,2-No,32-Town: Distant,409,9th Grade,12th Grade,409,1,4,3,4,387,0,10,15.54,26.32,manual,95,1,1,http://mhs.peshtigo.k12.wi.us/UserFiles/Servers/Server_155433/File/MSHS%20Handbook%2017-18.pdf,2018-2019,FALSE,skip - wrong year
RIFLE HIGH SCHOOL,Colorado,http://www.riflebears.org,CO ,1-Regular school,2-No,2-No,33-Town: Remote,734,9th Grade,12th Grade,734,3,2,330,1,385,0,13,16.8,43.69,guide,52,0,45,https://www.garfieldre2.org/cms/lib/CO01900644/Centricity/Domain/8/Student%20Handbook.pdf,2018-2019,FALSE,skip - wrong year
BARABOO HIGH,Wisconsin,www.baraboo.k12.wi.us,WI ,1-Regular school,2-No,2-No,32-Town: Distant,992,9th Grade,12th Grade,992,31,9,65,8,870,1,8,13.79,71.95,handbook,88,1,7,https://docs.google.com/document/d/15X2P10OvIWWyolM_432gNhy0hDiUOY4LaKSzbc5QG_A/edit,2018-2019,FALSE,y
DEXTER HIGH,Missouri,http://dexter.k12.mo.us,MO ,1-Regular school,2-No,2-No,33-Town: Remote,633,9th Grade,12th Grade,633,0,1,8,10,612,0,2,16.71,37.89,handbook,97,2,1,https://drive.google.com/file/d/1CJ3UDbrtD7H5ZgfMGOOpEQZTfKKEUNDK/view,2018-2019,FALSE,y
PERRY CENTRAL HIGH SCHOOL,Mississippi,www.perry.k12.ms.us,MS ,1-Regular school,2-No,2-No,42-Rural: Distant,315,9th Grade,12th Grade,315,0,0,4,103,207,0,1,17.57,17.93,appearance,66,33,1,http://docs.wixstatic.com/ugd/06da0f_3105b0f4f4974b02bcfd400c609c49d4.pdf,2018-2019,FALSE,y
KETCHUM HS,Oklahoma,http://www.ketchumwarriors.com,OK ,1-Regular school,2-No,NA,43-Rural: Remote,202,9th Grade,12th Grade,202,98,0,6,1,87,0,10,12.62,16.01,handbook,43,0,3,https://docs.google.com/document/d/1tpqmRJZkA7NA_NiPv_5raDWSDYpSTUez0l2G441WuV0/edit,2018-2019,FALSE,y
LEOMINSTER HIGH SCHOOL,Massachusetts,http://www.leominster.mec.edu,MA ,1-Regular school,2-No,2-No,22-Suburb: Mid-size,1771,9th Grade,12th Grade,1771,3,68,470,142,1045,1,42,12.79,138.44,guide,59,8,27,https://drive.google.com/file/d/0Bz05sgE2cMAfa1JXckk4R2lvMVR3MlNTd0JzVjlpcFcyem9F/view,2018-2019,FALSE,y
MADRAS HIGH SCHOOL,Oregon,www.jcsd.k12.or.us/schools/mhs,OR ,1-Regular school,2-No,NA,32-Town: Distant,821,9th Grade,12th Grade,821,290,3,296,6,218,1,7,22.75,36.08,handbook,27,1,36,http://www.jcsd.k12.or.us/sites/jcsd.k12.or.us/files/files/Rights%20and%20Responsibilities%20Handbook%202018-2019%20Final.pdf,2018-2019,FALSE,y
COLUMBIA RIVER HIGH,Washington,http://river.vansd.org/,WA ,1-Regular school,2-No,–,21-Suburb: Large,1210,9th Grade,12th Grade,1210,10,49,136,18,919,7,71,21.66,55.86,handbook,76,1,11,https://river.vansd.org/download/student-handbook/?wpdmdl=1247,2018-2019,FALSE,skip - wont copy
CHRISTIANSBURG HIGH,Virginia,http://chs.mcps.org,VA ,1-Regular school,2-No,2-No,13-City: Small,1082,9th Grade,12th Grade,1082,2,10,35,83,898,1,53,13.12,82.47,handbook,83,8,3,https://docs.google.com/document/d/1H-UJkGc8L_KEsQ54QzjOxV38l_Gqqls4PFsGhgMsMd0/edit,2018-2019,FALSE,y
LEBANON HIGH SCHOOL,Oregon,www.lebanon.k12.or.us/schools/lebanon_high/index.php,OR ,1-Regular school,2-No,NA,31-Town: Fringe,1264,9th Grade,12th Grade,1264,14,18,127,12,1042,6,45,22.49,56.2,handbook,82,1,10,http://high-school.lebanon.k12.or.us/media/sites/9/2018/09/2018-2019-LHS-Student-Handbook.pdf,2018-2019,FALSE,y
MILLER PLACE HIGH SCHOOL,New York,www.millerplace.k12.ny.us,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,900,9th Grade,12th Grade,900,1,27,56,19,788,NA,9,13.71,65.66,guide,88,2,6,https://www.millerplace.k12.ny.us/cms/lib/NY02208586/Centricity/domain/12/quicklinks/CODE-OF-CONDUCT-2018-19-Final7-17-18.pdf,2018-2019,FALSE,y
LEHIGH SENIOR HIGH SCHOOL,Florida,http://lsh.leeschools.net/,FL ,1-Regular school,2-No,2-No,21-Suburb: Large,1810,9th Grade,12th Grade,1810,5,18,860,541,349,2,35,17.4,104,handbook,19,30,48,https://lsh.leeschools.net/our_school/dress_code,2018-2019,FALSE,y
DEERFIELD HIGH,Kansas,http://www.usd216.org,KS ,1-Regular school,2-No,2-No,43-Rural: Remote,56,9th Grade,12th Grade,56,0,1,38,0,17,0,0,6.09,9.2,handbook,30,0,68,http://www.usd216.org/vimages/shared/vnews/stories/57a263238cbf4/HSMS%20hndbk%202017-18.doc%20(1).pdf,2018-2019,FALSE,skip - wrong year
SUTTON HIGH SCHOOL,Massachusetts,www.suttonschools.net,MA ,1-Regular school,2-No,2-No,41-Rural: Fringe,440,9th Grade,12th Grade,440,1,7,10,1,401,0,20,14.06,31.29,guide,91,0,2,https://drive.google.com/file/d/1qZUDJvPyL1UoMAoy9_cO81MNydHIkWqh/view,2018-2019,FALSE,y
DIXON HIGH,Missouri,www.dixonr1.com,MO ,1-Regular school,2-No,2-No,42-Rural: Distant,297,9th Grade,12th Grade,297,1,3,9,2,277,2,3,13.24,22.43,handbook,93,1,3,http://www.dixonr1.com/high_school/d_h_s_handbooks/d_h_s_student_handbooks,2018-2019,FALSE,skip - wrong year
SPAULDING UHSD #41,Vermont,http://www.shsbtc.org/,VT ,1-Regular school,NA,2-No,32-Town: Distant,661,9th Grade,12th Grade,661,2,6,19,10,613,0,11,8.05,82.07,manual,93,2,3,http://shsu61.org/joomla/images/pdfs/StudentHandbook2018-2019.pdf,2018-2019,FALSE,y
TIPTON HIGH SCHOOL,Iowa,www.tipton.k12.ia.us,IA ,1-Regular school,2-No,NA,32-Town: Distant,271,9th Grade,12th Grade,271,1,1,5,1,257,0,6,13.48,20.11,appearance,95,0,2,https://docs.wixstatic.com/ugd/f81b7c_371ea469f6544c0385804959ab66d855.pdf,2018-2019,FALSE,y
BIG PINEY HIGH SCHOOL,Wyoming,http://sublette9.org,WY ,1-Regular school,2-No,2-No,43-Rural: Remote,192,9th Grade,12th Grade,192,4,0,22,3,160,0,3,12.14,15.81,handbook,83,2,11,https://docs.google.com/document/d/1UrHNhVcUQL_wLGTjlsWFULYAyUZYjexSzT6Jdcp4k5Q/edit#heading=h.ihv636,2018-2019,FALSE,y
HATTIESBURG HIGH SCHOOL,Mississippi,http://hhs.hattiesburgpsd.com/,MS ,1-Regular school,2-No,2-No,13-City: Small,1121,9th Grade,12th Grade,1121,1,2,20,1057,36,0,5,13.06,85.84,manual,3,94,2,https://4.files.edl.io/90fb/08/21/18/164219-f49d97f2-326a-414e-bab7-ffb571133f7b.pdf,2018-2019,FALSE,skip - uniform
BARUCH COLLEGE CAMPUS HIGH SCHOOL,New York,www.baruch.cuny.edu/bcchs,NY ,1-Regular school,2-No,–,11-City: Large,446,9th Grade,12th Grade,446,1,221,58,26,134,NA,6,17.17,25.98,guide,30,6,13,http://www.bcchsnyc.net/wp-content/uploads/2017/07/CorrectMargins_BCCHSstudenthandbook2017-18-1.pdf,2018-2019,FALSE,skip - wrong year
IRONDEQUOIT HIGH SCHOOL,New York,www.westirondequoit.org,NY ,1-Regular school,2-No,2-No,21-Suburb: Large,1209,9th Grade,12th Grade,1209,4,34,131,119,895,NA,26,15.87,76.18,guide,74,10,11,https://www.westirondequoit.org/UserFiles/Servers/Server_228510/File/Forms_Documents/CodeofConduct.pdf,2018-2019,FALSE,y
CLEARWATER HIGH,Missouri,www.chstigerlibrary.wordpress.com,MO ,1-Regular school,2-No,2-No,43-Rural: Remote,311,9th Grade,12th Grade,311,1,0,3,8,297,0,2,15.23,20.42,handbook,95,3,1,https://chstigerlibrary.files.wordpress.com/2018/10/18-19-chs-student-handbook-entire-proposed-changes-docx.pdf,2018-2019,FALSE,y
HILLDALE HS,Oklahoma,www.hilldale.k12.ok.us,OK ,1-Regular school,2-No,NA,32-Town: Distant,525,9th Grade,12th Grade,525,233,4,14,16,251,1,6,16.76,31.33,appearance,48,3,3,http://www.hilldale.k12.ok.us/vimages/shared/vnews/stories/5603fe22e3854/High%20School%20Handbook%20%202018-2019.pdf,2018-2019,FALSE,y
ALVARADO H S,Texas,www.alvaradoisd.net,TX ,1-Regular school,2-No,2-No,31-Town: Fringe,1046,9th Grade,12th Grade,1046,6,4,335,31,649,2,19,15.95,65.6,handbook,62,3,32,https://www.alvaradoisd.net/common/pages/DisplayFile.aspx?itemId=967736,2018-2019,FALSE,y
SAYRE HS,Oklahoma,www.sayre.k12.ok.us,OK ,1-Regular school,2-No,NA,33-Town: Remote,197,9th Grade,12th Grade,197,5,1,27,3,151,0,10,15.12,13.03,guide,77,2,14,https://docs.google.com/document/d/18qqEnM7L0OPXlgtjODqCc1RqXyn0p5ZN8TxCKtX4DKY/edit,2018-2019,FALSE,y
CHASE HIGH,Kansas,www.usd401.com,KS ,1-Regular school,2-No,2-No,42-Rural: Distant,59,9th Grade,12th Grade,59,0,0,7,0,51,0,1,7.66,7.7,manual,86,0,12,http://www.usd401.com/sites/usd401.com/files/chs-rjh_handbook_18-19.pdf,2018-2019,FALSE,y
ASH FORK HIGH SCHOOL,Arizona,www.afjusd.org,AZ ,1-Regular school,2-No,–,43-Rural: Remote,73,9th Grade,12th Grade,73,0,0,29,1,42,0,1,18.25,4,manual,58,1,40,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/191438/1819handbook.pdf,2018-2019,FALSE,skip - wont copy
PLAINWELL HIGH SCHOOL,Michigan,www.plainwellschools.org,MI ,1-Regular school,2-No,2-No,31-Town: Fringe,799,9th Grade,12th Grade,799,0,4,29,15,746,3,2,21.08,37.9,appearance,93,2,4,http://www.plainwellschools.org/userfiles/23/my%20files/final%20%202018-19%20student%20handbook.docx.pdf?id=792,2018-2019,FALSE,y
CIMARRON HS,Oklahoma,http://www.cimarron.k12.ok.us/,OK ,1-Regular school,2-No,NA,42-Rural: Distant,71,9th Grade,12th Grade,71,1,0,4,1,63,0,2,7.15,9.93,handbook,89,1,6,http://www.cimarron.k12.ok.us/pages/uploaded_files/Handbook%20JHHS%20Handbook%2018-19.pdf,2018-2019,FALSE,y
BROOKHAVEN HIGH SCHOOL,Mississippi,http://www.brookhavenschools.org,MS ,1-Regular school,2-No,2-No,33-Town: Remote,816,9th Grade,12th Grade,816,0,5,3,488,319,0,1,14.72,55.42,guide,39,60,0,https://1.cdn.edl.io/IlQCix3pP9T8YqVA5BO37UErXCdEPm6olDZba0t18QvfRUeT.pdf,2018-2019,FALSE,skip - wrong year
CENTRALIA HIGH,Missouri,www.centralia.k12.mo.us,MO ,1-Regular school,2-No,2-No,32-Town: Distant,405,9th Grade,12th Grade,405,0,4,6,5,385,0,5,13.69,29.58,handbook,95,1,1,https://drive.google.com/drive/folders/0ByszHrAl88lefnItZXZsV1RIbVYxS2RZWTdLaE9sWkZ3Z0VCMlU5QTVrQ05RZ01vQW1XUHM,2018-2019,FALSE,y
RICHARD MONTGOMERY HIGH,Maryland,http://www.montgomeryschoolsmd.org/schools/rmhs/,MD ,1-Regular school,2-No,1-Yes,13-City: Small,2244,9th Grade,12th Grade,2244,6,572,526,342,684,1,113,18.68,120.1,manual,30,15,23,https://www.montgomeryschoolsmd.org/uploadedFiles/students/rights/1201%2018_StudentRightsAndResponsibilities_WEB(1).pdf,2018-2019,FALSE,
SHERMAN H S,Texas,www.shermanisd.net,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,1778,9th Grade,12th Grade,1778,24,41,646,239,738,0,90,14.36,123.85,guide,42,13,36,https://www.shermanisd.net/site/handlers/filedownload.ashx?moduleinstanceid=8150&dataid=23166&FileName=Final%20Student%20Handbook%20w%20Cover%202018.pdf,2018-2019,FALSE,skip - invalid file
GUYMON HS,Oklahoma,www.guymontigers.com,OK ,1-Regular school,2-No,NA,33-Town: Remote,848,9th Grade,12th Grade,848,3,35,573,22,208,2,5,17.51,48.42,handbook,25,3,68,http://www.guymontigers.com/parents/dress_code,2018-2019,FALSE,y
HAMILTON HIGH SCHOOL,Arizona,www.mychandlerschools.org/hhs,AZ ,1-Regular school,2-No,–,21-Suburb: Large,3840,9th Grade,12th Grade,3840,107,560,839,308,1940,4,82,20.05,191.53,appearance,51,8,22,https://www.cusd80.com/cms/lib/AZ01001175/Centricity/Domain/38/Hamilton%20Student%20Handbook%201819.pdf,2018-2019,FALSE,y
PROSPECT HIGH,California,www.prospect.cuhsd.org,CA ,1-Regular school,2-No,2-No,21-Suburb: Large,1474,9th Grade,12th Grade,1474,5,327,604,51,391,14,82,24.24,60.82,manual,27,3,41,https://1.cdn.edl.io/sDhqUs1pTqqZVjjOAZzqOOaHdYPz6lyJFaGIkxPHb2ywLqcu.pdf,2018-2019,FALSE,skip - wrong year
BATTLE CREEK-IDA GROVE SENIOR HIGH SCHOOL,Iowa,www.oabcig.org,IA ,1-Regular school,2-No,NA,43-Rural: Remote,238,9th Grade,12th Grade,238,0,2,7,1,222,0,6,10.1,23.57,handbook,93,0,3,http://www.oabcig.org/myfind/myuploads/files/2018-19OABCIGHighSchoolStudentHandbook.pdf,2018-2019,FALSE,y
BELLVILLE H S,Texas,www.bellvilleisd.org,TX ,1-Regular school,2-No,2-No,32-Town: Distant,651,9th Grade,12th Grade,651,1,3,168,61,405,0,13,13.43,48.48,handbook,62,9,26,http://bhs.bellvilleisd.org/for_students/BellvilleHighSchoolDressCode,2018-2019,FALSE,skip - download
PALACIOS H S,Texas,www.palaciosisd.org,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,439,9th Grade,12th Grade,439,2,41,265,12,111,0,8,12.4,35.39,handbook,25,3,60,https://drive.google.com/file/d/0B7v8SBym9IfFRUxKa2Z3SG4xUWM/view,2018-2019,FALSE,y
MTS HIGH SCHOOL,Minnesota,http://www.mtcs.org/,MN ,1-Regular school,1-Yes,2-No,11-City: Large,164,9th Grade,12th Grade,164,9,3,40,88,12,4,8,7.82,20.96,handbook,7,54,24,https://mtcs.org/wp-content/uploads/2018/10/4.MTS_.PLA_.BA_.Handbook.pdf,2018-2019,FALSE,
LYONS SENIOR HIGH SCHOOL,New York,www.lyonscsd.org,NY ,1-Regular school,2-No,2-No,32-Town: Distant,254,9th Grade,12th Grade,254,0,1,16,27,188,NA,22,16.98,14.96,guide,74,11,6,https://www.lyonscsd.org/site/handlers/filedownload.ashx?moduleinstanceid=2703&dataid=5459&FileName=2018-2019%20%20Student%20Handbook.pdf,2018-2019,FALSE,y
PENTUCKET REGIONAL SR HIGH,Massachusetts,www.prsd.org,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,707,9th Grade,12th Grade,707,1,13,12,2,674,0,5,11.67,60.6,manual,95,0,2,https://prhs.prsd.org/pdf/Student_Handbook.pdf,2018-2019,FALSE,y
GRANTSBURG HIGH,Wisconsin,www.gk12.net,WI ,1-Regular school,2-No,2-No,43-Rural: Remote,258,9th Grade,12th Grade,258,11,0,5,9,231,1,1,15.44,16.71,manual,90,3,2,https://www.gk12.net/sites/gk12.net/files/files/Private_User/jwatt/2018-19%20Parent%20&%20Student%20Handbook-Complete.pdf,2018-2019,FALSE,y
UNIONVILLE-SEBEWAING HIGH SCHOOL,Michigan,www.think-usa.org,MI ,1-Regular school,2-No,2-No,42-Rural: Distant,261,9th Grade,12th Grade,261,1,1,17,1,238,0,3,26.02,10.03,handbook,91,0,7,http://www.think-usa.org/downloads/hs_files/student_handbook_18-19.pdf,2018-2019,FALSE,y
DANVERS HIGH,Massachusetts,danverspublicschools.org,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,1020,9th Grade,12th Grade,1020,2,22,47,24,912,0,13,13.09,77.94,handbook,89,2,5,https://danverspublicschools.org/dhs/wp-content/uploads/sites/4/2018/08/DHS-18-19-DHS-Student-Handbook.pdf,2018-2019,FALSE,y
IGNACIO HIGH SCHOOL,Colorado,www.ignacio.k12.co.us,CO ,1-Regular school,2-No,2-No,42-Rural: Distant,249,9th Grade,12th Grade,249,72,0,91,1,74,0,11,11.63,21.41,handbook,30,0,37,https://docs.google.com/document/d/1lGBgFVA2luBdjJFlNRVNLSO-KSds5UMBrBZSDFj6Fvc/edit#bookmark=id.26in1rg,2018-2019,FALSE,y
EDWARD M. KENNEDY ACADEMY FOR HEALTH CAREERS (HORACE MANN CH,Massachusetts,kennedyacademy.org,MA ,1-Regular school,1-Yes,2-No,11-City: Large,341,9th Grade,12th Grade,341,1,11,157,149,16,0,7,12.24,27.85,manual,5,44,46,https://kennedyacademy.org/ourpages/auto/2014/11/18/44751178/EMK%20Student%20Handbook%202018-2019%20FINAL%208-1.pdf,2018-2019,FALSE,
SUPERIOR HIGH,Wisconsin,www.superior.k12.wi.us,WI ,1-Regular school,2-No,2-No,22-Suburb: Mid-size,1328,9th Grade,12th Grade,1328,54,16,25,36,1185,0,12,14.97,88.73,handbook,89,3,2,https://www.boarddocs.com/wi/super/Board.nsf/goto?open&id=AGU3E55299D5,2018-2019,FALSE,skip - wrong year
BINGHAMTON HIGH SCHOOL,New York,www.binghamtonschools.org,NY ,1-Regular school,2-No,2-No,13-City: Small,1649,9th Grade,12th Grade,1649,3,59,202,425,859,NA,101,14.11,116.88,handbook,52,26,12,http://www.binghamtonschools.org/UserFiles/Servers/Server_512723/File/For%20Parents/Code%20of%20Conduct/BCSD%20Code%20of%20Conduct_7-26-17.pdf,2018-2019,FALSE,y
GEORGE MASON HIGH,Virginia,http://www.fccps.org/gm/,VA ,1-Regular school,2-No,2-No,21-Suburb: Large,786,9th Grade,12th Grade,786,5,76,106,29,507,0,63,11.84,66.39,handbook,65,4,13,https://docs.google.com/document/d/1n8ChseJmEDbldwiDZcR2t2TRebzNkYUcg2hC80ad0EM/edit#heading=h.ipk4bpz3tons,2018-2019,FALSE,y
OMRO HIGH,Wisconsin,www.omro.k12.wi.us,WI ,1-Regular school,2-No,2-No,41-Rural: Fringe,401,9th Grade,12th Grade,401,2,4,35,1,354,1,4,14.58,27.5,handbook,88,0,9,https://docs.google.com/document/d/1NgAC1rnmvP8LW7qfOJWYKTfG05TKH_mLBVf9U-cxyL4/edit?ts=5b6db905,2018-2019,FALSE,y
BETHESDA-CHEVY CHASE HIGH,Maryland,http://www.montgomeryschoolsmd.org/schools/bcchs/,MD ,1-Regular school,2-No,2-No,13-City: Small,2006,9th Grade,12th Grade,2006,3,109,354,297,1129,0,114,18.83,106.54,manual,56,15,18,https://www.montgomeryschoolsmd.org/uploadedFiles/schools/bcchs/news/B-CCStudentHandbook%202017-2018.pdf,2018-2019,FALSE,skip - wrong year
NASHOBA REGIONAL,Massachusetts,https://nrhs.nrsd.net,MA ,1-Regular school,2-No,2-No,41-Rural: Fringe,1065,9th Grade,12th Grade,1065,1,24,48,16,937,0,39,13.84,76.93,handbook,88,2,5,https://nrhs.nrsd.net/UserFiles/Servers/Server_1160004/File/NRHS%20Student%20Handbook%20Review%2018-19%20(Updated%2010.01.2018.).pdf,2018-2019,FALSE,y
PIERCE COUNTY HIGH SCHOOL,Georgia,http://pchs.pierce.k12.ga.us,GA ,1-Regular school,2-No,2-No,41-Rural: Fringe,1068,9th Grade,12th Grade,1068,0,3,62,89,906,1,7,17.74,60.2,handbook,85,8,6,http://www.pchs.pierce.k12.ga.us/userfiles/146/my%20files/2018-2019%20student%20handbook.pdf?id=592,2018-2019,FALSE,y
EAST LEE COUNTY HIGH SCHOOL,Florida,http://elc.leeschools.net/,FL ,1-Regular school,2-No,1-Yes,21-Suburb: Large,1910,9th Grade,12th Grade,1910,2,15,1069,431,350,2,41,19.9,96,handbook,18,23,56,https://elc.leeschools.net/our_school/dress_code,2018-2019,FALSE,
SOUTH ALBANY HIGH SCHOOL,Oregon,www.albany.k12.or.us/sahs/,OR ,1-Regular school,2-No,NA,13-City: Small,1352,9th Grade,12th Grade,1352,9,8,342,12,908,5,68,22.78,59.36,handbook,67,1,25,https://sahs.albany.k12.or.us/media/sites/5/2018/09/2018-2019-Handbook.pdf,2018-2019,FALSE,y
WILSON AREA HS,Pennsylvania,http://www.wilsonareasd.org,PA ,1-Regular school,2-No,2-No,21-Suburb: Large,663,9th Grade,12th Grade,663,0,13,108,56,448,0,38,13.85,47.86,handbook,68,8,16,http://www.wilsonareasd.org/UserFiles/Servers/Server_5592383/File/Forms%20and%20Handbooks/WAHS%202018%20-%2019%20Student%20Handbook.pdf,2018-2019,FALSE,skip - uniforms
CONNALLY HIGH SCHOOL,Texas,www.connally.org,TX ,1-Regular school,2-No,2-No,22-Suburb: Mid-size,661,9th Grade,12th Grade,661,11,3,188,219,219,1,20,11.97,55.22,guide,33,33,28,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/191400/18-19_Connally_ISD_Dress_Code.pdf,2018-2019,FALSE,y
