"schoolName","state","link","item","extract"
"Bethel Park High School","PA","https://www.bpsd.org/Downloads/BPHS197.pdf","appropriate/inappropriate"," It is recognized, however, that appropriate dress may be different depending upon the age of the student."
"Bethel Park High School","PA","https://www.bpsd.org/Downloads/BPHS197.pdf","appropriate/inappropriate"," •  Students may not wear inappropriate clothing depicting drug, alcohol or tobacco usage or products, sexual innuendo or suggestive language."
"Alberton High School","MT","http://alberton.k12.mt.us/wp-content/uploads/2018/09/Handbook-8-21-Final1.pdf","appropriate/inappropriate","Alberton School is a professional educational setting and we encourage students to develop awareness of appropriate behavior and attire at all times."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","appropriate/inappropriate"," Because a relationship between one’s appearance and behavior does exist and because an appropriately dressed student is better accepted by his/her peers, attire for students must be reasonable, modest, and in such style that it will not cause distraction."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","appropriate/inappropriate"," Clothing should be buttoned and appropriate under garments worn at all times."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","appropriate/inappropriate"," Necklines should be modest and appropriate."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","appropriate/inappropriate"," Safety and sanitation dictate that students wear appropriate footwear."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","appropriate/inappropriate"," Mesh shirts, midriffs, halters, low riders, tank tops, clothes with inappropriately placed holes or tears and other similar attire are inappropriate for school wear and will not be permitted."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","appropriate/inappropriate"," Clothing displaying disruptive or suggestive lettering and/or symbols is considered inappropriate and will not be permitted."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","appropriate/inappropriate"," A teacher and/or administrator shall have the authority to determine the appropriateness of any attire."
"Charleston High","MO","https://4.files.edl.io/f520/08/21/18/174409-65d3ebae-96fd-40b7-b6a6-8d52f306a4a8.pdf","appropriate/inappropriate"," Shirts: • Tops and blouses should have a full shoulder measuring at least 3 inches in width and should not be inappropriate, low-cut, or revealing."
"Charleston High","MO","https://4.files.edl.io/f520/08/21/18/174409-65d3ebae-96fd-40b7-b6a6-8d52f306a4a8.pdf","appropriate/inappropriate"," 4th offense: Students will be required to modify their dress to meet appropriate standards for the remainder of the year."
"Charleston High","MO","https://4.files.edl.io/f520/08/21/18/174409-65d3ebae-96fd-40b7-b6a6-8d52f306a4a8.pdf","appropriate/inappropriate"," (Example 1: A male student continuing to wear sagging pants will be required to wear a shirt tucked into their pants with a belt at the appropriate waistline."
"Prentice High","WI","https://drive.google.com/file/d/1gS-J_W7eQcjT2MMf3BEML0AJxx4EEewm/view","appropriate/inappropriate","Our school does not encourage an informal atmosphere; therefore, students are expected to dress in good taste and maintain good grooming habits appropriate for a school learning environment."
"Prentice High","WI","https://drive.google.com/file/d/1gS-J_W7eQcjT2MMf3BEML0AJxx4EEewm/view","appropriate/inappropriate"," Students must be appropriately clothed to avoid distractions and classroom disruptions."
"Prentice High","WI","https://drive.google.com/file/d/1gS-J_W7eQcjT2MMf3BEML0AJxx4EEewm/view","appropriate/inappropriate","  If there is a disagreement between students and/or parents/guardians and the faculty or staff regarding the appropriateness of clothing or other paraphernalia, the administration will use his/her discretion to make the final decision."
"Prentice High","WI","https://drive.google.com/file/d/1gS-J_W7eQcjT2MMf3BEML0AJxx4EEewm/view","appropriate/inappropriate"," The school administration will use prudent discretion to make decisions regarding the appropriateness of each student’s dress."
"Prentice High","WI","https://drive.google.com/file/d/1gS-J_W7eQcjT2MMf3BEML0AJxx4EEewm/view","appropriate/inappropriate","  With student and parent support and the use of common sense in terms of student dress appropriate for school, issues can be easily resolved."
"John Stark Regional High School","NH","http://www.jsrhs.net/attachments/article/15/JSRHS%20Student%20Agenda%202018-19.pdf","appropriate/inappropriate"," Students are expected to dress neatly and appropriately while in attendance at regular classes or school activities."
"John Stark Regional High School","NH","http://www.jsrhs.net/attachments/article/15/JSRHS%20Student%20Agenda%202018-19.pdf","appropriate/inappropriate"," The following are among the items considered inappropriate for school: nonprescription sunglasses or other items that disguise/hide the face; very short skirts or shorts, ""cropped"" tops, ""muscle,"" tank or thin-strapped shirts, or other revealing clothing, as well as clothing with writing, pictures, or symbols that promote or glorify drugs, alcohol, or vulgarity, or are symbolic of gangs or disruptive groups associated with threatening behavior, harassment or discrimination."
"John Stark Regional High School","NH","http://www.jsrhs.net/attachments/article/15/JSRHS%20Student%20Agenda%202018-19.pdf","appropriate/inappropriate"," Students will be asked to change or cover inappropriate dress."
"Brookfield High School","CT","https://www.brookfield.k12.ct.us/sites/brookfieldps/files/uploads/student_parent_handbook_2018-19.pdf","appropriate/inappropriate"," Clothing should be appropriate for school."
"Brookfield High School","CT","https://www.brookfield.k12.ct.us/sites/brookfieldps/files/uploads/student_parent_handbook_2018-19.pdf","appropriate/inappropriate"," If a student is unable to do this, appropriate clothing will be issued and/or a parent will be called."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate","Students are expected to dress in a fashion that reflects good taste and a style appropriate for a school day."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate"," As with any setting, a certain type of attire is considered appropriate, and at some points, necessary."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate"," When a determination is made by a staff member or the administration that clothing is inappropriate, the student is expected to accept this decision and comply with the directive."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate"," Any manner of dress considered inappropriate will result in the student being asked to change clothing or leave the school building."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate"," Whether a student’s shorts are of an appropriate length will be up to the discretion of the administration."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate"," However, hats are not to be worn unless they are in line with the theme of the day and the general guidelines mentioned above are expected to be adhered to in terms of appropriate dress."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate"," Under certain circumstances or during certain classes or activities a stricter dress code may be appropriate, and students must comply with this requirement."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate"," The principal or assistant principal will make the final determination of the appropriateness of a student’s appearance."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","appropriate/inappropriate"," Students inappropriately dressed will be required to change their clothing or leave the school building."
"Thorp High","WI","https://www.thorp.k12.wi.us/uploaded/News_Items/H.S._2018-19_Handbook_(1).pdf","appropriate/inappropriate"," Clothing that advertises: inappropriate double meanings, events demeaning to groups or individuals, or substances which are illegal for teenagers, will not be allowed in school or at school sponsored events."
"Thorp High","WI","https://www.thorp.k12.wi.us/uploaded/News_Items/H.S._2018-19_Handbook_(1).pdf","appropriate/inappropriate"," If it is determined that a student is wearing inappropriate clothing, the student will sit in the office until a parent/guardian provides the student with acceptable clothing."
"North Fayette High School","IA","https://docs.google.com/document/d/1J5FB4QdEoDUY3ErX9CWnEfMrpLcaaSqgEUM9Hp4Y2r4/edit","appropriate/inappropriate","Dress Code Students are expected to dress in a fashion that reflects good taste and a style appropriate for a school day."
"North Fayette High School","IA","https://docs.google.com/document/d/1J5FB4QdEoDUY3ErX9CWnEfMrpLcaaSqgEUM9Hp4Y2r4/edit","appropriate/inappropriate","  As in any setting, a certain type of attire is considered appropriate, and at some points, necessary."
"North Fayette High School","IA","https://docs.google.com/document/d/1J5FB4QdEoDUY3ErX9CWnEfMrpLcaaSqgEUM9Hp4Y2r4/edit","appropriate/inappropriate"," When a staff member or administration determines that clothing is inappropriate, the student is expected to accept that decision and comply with the decision."
